Level,Trait,Taxonomy,a2_ACE,a2_ACE_lower_CI,a2_ACE_upper_CI,c2_ACE,c2_ACE_lower_CI,c2_ACE_upper_CI,e2_ACE,e2_ACE_lower_CI,e2_ACE_upper_CI,CE_to_ACE_p,FDR_all,FDR_collapsed,falconer_h2,mz_icc,dz_icc,Longitudinal_icc,Longitudinal_spearman
OTU,193709,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.204188527,0.032313635,0.272217747,4.52E-13,NA,0.136921063,0.795811473,0.727781741,0.866563796,0.024422245,0.231855599,NA,0.257440377,0.21009965,0.081379462,0.37193485,0.355315424
Genus,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,NA,0.203753169,0.135379038,0.270081781,2.51E-13,NA,0.137057152,0.796246831,0.729918219,0.864620962,0.022475392,0.225301181,0.095659012,0.293543988,0.218436629,0.071664635,0.328908881,0.320899481
OTU,216710,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.202543832,0.038267066,0.26817826,1.98E-14,NA,0.135427007,0.797456168,0.73180383,0.86507648,0.021239844,0.225301181,NA,0.312551588,0.221278819,0.065003025,0.381891904,0.376315035
OTU,174818,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.200727419,0.051914805,0.268021618,7.63E-14,NA,0.118406631,0.799272581,0.731974107,0.868617685,0.014474744,0.189981015,NA,0.309598492,0.215801756,0.06100251,0.316035684,0.312638968
OTU,189092,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.199480145,0.044985476,0.267822797,5.12E-14,NA,0.121274303,0.800519855,0.732178721,0.870981445,0.017473283,0.211695544,NA,0.280793491,0.20900995,0.068613204,0.462447203,0.429352214
Order,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales,NA,0.199445668,2.66E-45,0.317725092,0.048368008,3.43E-38,0.228015773,0.752186323,0.682274471,0.826324774,0.077355976,0.403875123,0.197016001,0.194039376,0.247180593,0.150160905,0.485594826,0.48579482
Family,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae,NA,0.199445668,2.66E-45,0.317725092,0.048368008,3.43E-38,0.228015773,0.752186323,0.682274471,0.826324774,0.077355976,0.403875123,0.197016001,0.194039376,0.247180593,0.150160905,0.485594826,0.48579482
OTU,195436,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.198631999,0.129376132,0.265878669,4.39E-13,NA,0.112648188,0.801368001,0.734121331,0.870623868,0.01254215,0.171772924,NA,0.323486093,0.215995568,0.054252522,0.295041281,0.303028746
OTU,4349261,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.197051431,1.90E-30,0.381043734,0.125906812,NA,0.304321884,0.677041758,0.613341018,0.744888015,0.069316171,0.385316362,NA,0.242111124,0.334724707,0.213669145,0.575664051,0.543159372
OTU,555547,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__,0.1953738,0.127701216,0.261104176,7.99E-13,NA,0.174267118,0.8046262,0.738895824,0.872298758,0.064219417,0.379295932,NA,0.246648134,0.20670415,0.083380083,0.35608123,0.350421568
Genus,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Pasteurellales.f__Pasteurellaceae.g__Haemophilus,NA,0.194839792,9.62E-31,0.31369849,0.049069392,2.90E-40,0.228329343,0.756090816,0.686301395,0.829951826,0.085475891,0.425130089,0.214347234,0.19437852,0.244643579,0.147454319,0.494533292,0.493743155
OTU,1139021,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__,0.193924503,1.59E-31,0.2795528,0.01681438,NA,0.197786759,0.789261116,0.720446826,0.857398936,0.092872592,0.440130722,NA,0.194088672,0.211683854,0.114639518,0.518518654,0.410308049
OTU,288651,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.193660048,0.034822869,0.259374595,1.69E-11,NA,0.130831111,0.806339952,0.740625405,0.873928561,0.022882499,0.225301181,NA,0.316129906,0.214281788,0.056216835,0.620389436,0.62342925
OTU,183439,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.193546712,4.74E-35,0.262366781,0.001031891,NA,0.181671642,0.805421397,0.737632891,0.87521252,0.095622034,0.440130722,NA,0.189832986,0.192853498,0.097937005,0.630324812,0.605685304
OTU,4202174,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,0.192418944,9.68E-31,0.312768946,0.050775555,NA,0.229957216,0.756805501,0.687230909,0.83032408,0.090093773,0.436608285,NA,0.197079947,0.244760062,0.146220089,0.62604455,0.626166553
Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Oscillospira,NA,0.192418523,4.85E-33,0.258562059,4.47E-15,NA,0.174528093,0.807581477,0.741421226,0.875834873,0.070810182,0.389044314,0.189214093,0.234572608,0.201938293,0.084651989,0.329290038,0.338028098
OTU,177515,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__faecis,0.192304066,0.039527305,0.25987552,4.44E-14,NA,0.121800449,0.807695934,0.740125224,0.877231543,0.019991594,0.225301181,NA,0.293668783,0.206768789,0.059934397,0.397326407,0.398045319
OTU,189828,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.191494206,7.52E-18,0.269756259,0.009255876,NA,0.18793864,0.799249918,0.730254106,0.875376912,0.097452116,0.4427512,NA,0.182408373,0.198201642,0.106997455,0.437374874,0.413349631
OTU,176507,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.190808576,0.122516721,0.257288708,8.92E-14,NA,0.089223451,0.809191424,0.742711292,0.877483279,0.005945655,0.100623408,NA,0.404485454,0.221747475,0.019504747,0.248286962,0.241457324
Order,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales,NA,0.190736659,0.004204728,0.258693371,1.69E-12,NA,0.150446819,0.809263341,0.741306496,0.879242711,0.045830325,0.317035035,0.133595741,0.232565703,0.196296865,0.080014013,0.441002656,0.436811203
Family,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae,NA,0.190736659,0.004204728,0.258693371,1.69E-12,NA,0.150446819,0.809263341,0.741306496,0.879242711,0.045830325,0.317035035,0.133595741,0.232565703,0.196296865,0.080014013,0.441002656,0.436811203
Class,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria,NA,0.190701986,0.010087122,0.258688711,1.38E-13,NA,0.151679613,0.809298014,0.741313568,0.879306906,0.047309283,0.317035035,0.133595741,0.230076376,0.195862051,0.080823863,0.440969601,0.436633391
Family,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae,NA,0.190599348,9.76E-27,0.26056263,4.39E-13,NA,0.156131976,0.809400652,0.739467854,0.885069777,0.059140586,0.367653207,0.163388399,0.186808445,0.185081746,0.091677524,0.351152883,0.320321149
OTU,196054,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.188433814,5.81E-43,0.255613283,3.42E-14,NA,0.177578555,0.811566186,0.744386717,0.884701458,0.094506947,0.440130722,NA,0.20095476,0.191809407,0.091332028,0.362192474,0.360144555
OTU,4477696,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Haemophilus,0.186738864,6.22E-28,0.311365512,0.054641523,5.23E-37,0.231202971,0.758619613,0.688634444,0.832415955,0.099606086,0.448227387,NA,0.187698352,0.242493472,0.148644296,0.493237225,0.493770318
OTU,193672,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.184662778,0.039862032,0.253647981,3.38E-16,NA,0.112454743,0.815337222,0.746352019,0.886277129,0.019373454,0.225301181,NA,0.286505742,0.195931618,0.052678747,0.37084494,0.361886885
OTU,265871,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.183665524,0.005410649,0.252269365,1.51E-13,NA,0.142320915,0.816334476,0.747730718,0.887012903,0.044636894,0.317035035,NA,0.231820229,0.189286305,0.073376191,0.46840945,0.447255594
OTU,3195723,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.18264133,9.08E-40,0.273822689,0.022713081,NA,0.201964691,0.794645588,0.726175818,0.861867254,0.116947754,0.466310665,NA,0.198604522,0.210711217,0.111408956,0.408798202,0.39138471
OTU,180462,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.182186122,0.112910883,0.249551467,1.06E-11,NA,0.174449045,0.817813878,0.750448533,0.887088922,0.102961974,0.450458636,NA,0.196542635,0.185841993,0.087570676,0.351809305,0.332061406
OTU,185420,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.182086377,0.037784723,0.249209636,1.05E-14,NA,0.1155174,0.817913623,0.750790369,0.886846353,0.020513012,0.225301181,NA,0.314863898,0.200925459,0.04349351,0.668799893,0.654941281
Order,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales,NA,0.181454504,1.33E-43,0.286714466,0.035543442,NA,0.21201959,0.783002054,0.713284107,0.857114298,0.115209663,0.461326829,0.26827393,0.18841962,0.219701357,0.125491547,0.362581792,0.3555927
Family,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae,NA,0.181454504,1.33E-43,0.286714466,0.035543442,NA,0.21201959,0.783002054,0.713284107,0.857114298,0.115209663,0.461326829,0.26827393,0.18841962,0.219701357,0.125491547,0.362581792,0.3555927
OTU,289734,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.17901745,4.14E-31,0.326685212,0.079872558,1.08E-28,0.254426797,0.741109991,0.673009647,0.812847326,0.112405397,0.459292509,NA,0.198355006,0.264746005,0.165568502,0.459825344,0.438772615
OTU,176604,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.178001735,0.108910594,0.245269885,3.62E-11,NA,0.153366419,0.821998265,0.754730093,0.8910886,0.060248322,0.367653207,NA,0.237569278,0.187849722,0.069065083,0.333677365,0.332081718
OTU,192383,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.176848117,0.106696469,0.245094217,3.67E-10,NA,0.169000606,0.823151882,0.754905679,0.893303527,0.106408361,0.452737164,NA,0.184425551,0.177767839,0.085555064,0.516591639,0.511785173
OTU,4364405,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.176442557,0.107615041,0.243454801,1.65E-12,NA,0.171952956,0.823557443,0.756545199,0.892384959,0.108183096,0.454369003,NA,0.202873372,0.182705759,0.081269074,0.482319667,0.481390793
OTU,4437359,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.17586568,6.45E-35,0.284470674,0.039373165,1.66E-30,0.214952991,0.784761155,0.715528031,0.857908409,0.129090888,0.474985837,NA,0.193934732,0.220671003,0.123703636,0.587342472,0.564466084
OTU,176104,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.175793576,0.107956468,0.24188222,1.10E-12,NA,0.174094703,0.824206424,0.75811778,0.892043532,0.110264981,0.458627174,NA,0.217575463,0.186170866,0.077383134,0.492211033,0.47866945
Genus,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Bilophila,NA,0.175501679,0.022837143,0.242926059,1.90E-16,NA,0.122735271,0.824498321,0.757071446,0.893680356,0.029889368,0.26153197,0.113301558,0.289257837,0.192172609,0.047543691,0.395178752,0.387610682
OTU,4453304,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.175163085,0.105199787,0.243498684,2.42E-14,NA,0.061050304,0.824836915,0.756501316,0.894800213,0.002314474,0.057505697,NA,0.494001815,0.218064156,-0.028936751,0.603730689,0.598240985
OTU,316732,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,0.175116459,8.45E-42,0.242828319,2.49E-15,NA,0.170035322,0.824883541,0.757171681,0.894445017,0.111557562,0.458627174,NA,0.191702215,0.177730354,0.081879246,0.422067549,0.417026049
OTU,New.0.CleanUp.ReferenceOTU12156,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.174287442,0.105471568,0.241393745,4.07E-13,NA,0.113873525,0.825712558,0.758606255,0.894528432,0.023430508,0.228266289,NA,0.313910077,0.195444714,0.038489676,0.319337303,0.315256736
Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Roseburia,NA,0.173435651,0.002546418,0.242131328,2.21E-11,NA,0.136292936,0.826564349,0.757874629,0.897135813,0.047387308,0.317035035,0.133595741,0.237859944,0.181427011,0.062497039,0.366154514,0.376511063
Genus,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,NA,0.173153642,9.89E-28,0.241683023,5.02E-14,NA,0.167129052,0.826846358,0.758316977,0.897250242,0.113797431,0.459566548,0.26827393,0.17815614,0.173529612,0.084451542,0.194633026,0.190435802
OTU,4443846,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__,0.171925285,0.103956698,0.23819603,5.34E-12,NA,0.162225861,0.828074715,0.76180397,0.896043302,0.081751195,0.413127697,NA,0.237174663,0.185029062,0.066441731,0.375744096,0.380654821
OTU,4465907,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.171630577,2.23E-28,0.246203919,0.007308129,NA,0.183374525,0.821061293,0.753795492,0.894438038,0.147306941,0.506200215,NA,0.192405354,0.185662042,0.089459365,0.334689888,0.306445861
OTU,194151,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__,0.170607424,0.10105205,0.23839663,3.34E-12,NA,0.154069171,0.829392576,0.76160337,0.898947949,0.073422657,0.396482348,NA,0.221913922,0.178612596,0.067655635,0.333943965,0.322448282
OTU,300620,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.169985694,1.95E-31,0.237714454,2.65E-10,NA,0.171817906,0.830014306,0.762285374,0.899538546,0.144044729,0.501249091,NA,0.176900117,0.172049679,0.08359962,0.671538225,0.625101939
OTU,New.0.CleanUp.ReferenceOTU14361,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.169849129,0.100397561,0.237661618,1.38E-13,NA,0.087799852,0.830150871,0.762338382,0.899602439,0.011019191,0.155419933,NA,0.372683322,0.198474758,0.012133097,0.245047402,0.244997037
Class,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria,NA,0.169828844,NA,0.330377804,0.091798145,2.31E-35,0.258646176,0.738373012,0.668726585,0.81207117,0.127422368,0.474985837,0.284518438,0.162608611,0.260347529,0.179043223,0.342629975,0.327983583
OTU,302160,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.169366267,0.100302786,0.236704863,9.27E-15,NA,0.154005958,0.830633733,0.763295137,0.899697214,0.073286054,0.396482348,NA,0.229297779,0.179902832,0.065253943,0.3853386,0.387264488
OTU,184114,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.169064071,4.91E-29,0.236868894,1.62E-11,NA,0.163603278,0.830935929,0.763127298,0.90051096,0.105699536,0.452737164,NA,0.196737275,0.174195732,0.075827095,0.394758456,0.378412183
Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptococcaceae.g__,NA,0.168972779,1.81E-10,0.245542269,0.009916023,NA,0.186991329,0.821111197,0.75445694,0.88801528,0.158371368,0.51924175,0.339664908,0.202534354,0.188930312,0.087663135,0.564523955,0.525055128
OTU,2056702,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.167937442,0.098911459,0.235428927,1.03E-13,NA,0.068235901,0.832062558,0.764571082,0.901088541,0.004460681,0.089660655,NA,0.4653986,0.208493157,-0.024206143,0.6339441,0.522747846
OTU,190169,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.167874963,4.30E-32,0.235995101,1.29E-10,NA,0.168453517,0.832125036,0.764004783,0.90203558,0.138710287,0.494646118,NA,0.174648501,0.169278556,0.081954306,0.336415435,0.332415257
Order,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales,NA,0.167753676,7.82E-28,0.280723482,0.040628548,NA,0.207184863,0.791617775,0.719276409,0.868419124,0.143034279,0.501249091,0.313571102,0.150104717,0.20419135,0.129138992,0.296471939,0.313782494
Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__.Mogibacteriaceae..g__,NA,0.16767445,2.42E-41,0.235994629,3.17E-12,NA,0.161647395,0.83232555,0.764020915,0.903927329,0.106688899,0.452737164,0.259556575,0.19037505,0.170677042,0.075489517,0.340771475,0.297215685
OTU,308544,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.167665197,2.30E-39,0.297222991,0.059779011,6.64E-32,0.229852353,0.772555793,0.702773988,0.845744639,0.143702526,0.501249091,NA,0.181839808,0.231836864,0.14091696,0.386243893,0.380900662
OTU,4481613,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__aerofaciens,0.166165945,0.095313612,0.235216296,3.01E-11,NA,0.155236857,0.833834055,0.764783704,0.904686355,0.093499631,0.440130722,NA,0.189644094,0.168613379,0.073791332,0.213331163,0.211583886
OTU,194001,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.166119536,8.08E-26,0.233592965,3.65E-13,NA,0.144012386,0.833880464,0.766407035,0.903039936,0.061554285,0.368156958,NA,0.242985264,0.178789173,0.057296541,0.20880419,0.194067645
OTU,825808,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__,0.166030922,0.096972512,0.233479638,4.92E-12,NA,0.103099146,0.833969078,0.766520362,0.903027489,0.02081654,0.225301181,NA,0.330853303,0.190012893,0.024586242,0.596545736,0.492784454
OTU,195937,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.165967386,0.019916547,0.236225696,7.93E-16,NA,0.112063914,0.834032614,0.763764622,0.906088291,0.03159822,0.268846425,NA,0.258570897,0.176098399,0.04681295,0.40338213,0.376636483
OTU,183698,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.165463541,0.096709983,0.232570701,2.54E-14,NA,0.140410617,0.834536459,0.767429299,0.903290017,0.056396713,0.355299292,NA,0.255934059,0.18055642,0.052589391,0.283267272,0.280668866
OTU,4428676,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.164961826,0.034852627,0.23285141,2.33E-13,NA,0.101980082,0.835038174,0.76714859,0.904544446,0.021073176,0.225301181,NA,0.324766244,0.187932319,0.025549197,0.493442759,0.476593742
OTU,19611,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.161159393,0.092496029,0.228241556,1.01E-17,NA,NA,0.838840607,0.771758444,0.907503971,0.048489326,0.320436455,NA,0.27262274,0.179139145,0.042827775,0.426047609,0.41499161
OTU,3943182,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.160882213,1.34E-35,0.23401504,0.005844406,NA,0.176680187,0.833273381,0.765984809,0.90665248,0.176924648,0.537600619,NA,0.182434898,0.173635616,0.082418167,0.294624198,0.284076308
Genus,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__,NA,0.160865541,4.68E-29,0.229726648,2.85E-12,NA,0.162182632,0.839134459,0.770267817,0.909746397,0.144281182,0.501249091,0.313571102,0.165187413,0.161265444,0.078671738,0.405729371,0.355739077
OTU,184770,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.16084411,0.001162644,0.22882367,3.60E-13,NA,0.154788324,0.83915589,0.77117633,0.873254489,0.099076059,0.447975482,NA,0.204595039,0.168184142,0.065886622,0.305882473,0.291121478
Genus,k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__,NA,0.160373038,1.58E-19,0.267299264,0.036844722,NA,0.204214912,0.80278224,0.73270066,0.876822273,0.168430194,0.532329543,0.351975918,0.172758797,0.201476526,0.115097128,0.360350721,0.352166477
OTU,3926480,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__,0.160141292,0.090254191,0.228447175,9.13E-14,NA,0.098928827,0.839858708,0.771552825,0.909745809,0.021995213,0.225301181,NA,0.324807586,0.182408601,0.020004807,0.296533882,0.300617969
OTU,176269,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnospira; s__,0.160049986,0.059586647,0.22773566,3.40E-10,NA,0.167602337,0.839950014,0.77226434,0.908981311,0.171293539,0.532786095,NA,0.170123142,0.163616234,0.078554663,0.404148677,0.392599166
OTU,181008,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.159994185,0.091152015,0.227233136,7.21E-13,NA,0.148234026,0.840005815,0.772766832,0.908847985,0.07735595,0.403875123,NA,0.234505483,0.172957899,0.055705158,0.250772133,0.246063505
